date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:35:02	210/210	---MC-	401	error ('Unauthorized')	application/json	date:Sun,%2002%20Feb%202025%2017:35:01%20GMT	https://softnio.com/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/protfolio/softnio.com/wp-json/wp/v2/pages/2	(from https://softnio.com/)
23:35:02	1997/1997	---MCZ	200	added ('OK')	application/json	date:Sun,%2002%20Feb%202025%2017:35:01%20GMT	https://softnio.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsoftnio.com%2F	C:/My%20Web%20Sites/protfolio/softnio.com/wp-json/oembed/1.0/embedcb74.json	(from https://softnio.com/)
23:35:03	2159/2159	---MCZ	200	added ('OK')	text/xml	date:Sun,%2002%20Feb%202025%2017:35:02%20GMT	https://softnio.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsoftnio.com%2F&format=xml	C:/My%20Web%20Sites/protfolio/softnio.com/wp-json/oembed/1.0/embed421c	(from https://softnio.com/)
23:35:03	21662/21662	---MCZ	200	added ('OK')	image/x-icon	date:Fri,%2002%20Dec%202016%2020:24:12%20GMT	https://softnio.com/wp-content/themes/scnio/assets/favicon.ico	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/favicon.ico	(from https://softnio.com/)
23:35:03	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/protfolio/www.google-analytics.com/analytics.js	(from https://softnio.com/)
23:35:04	6600/6600	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Feb%202017%2012:04:01%20GMT	https://softnio.com/wp-content/themes/scnio/assets/images/logo.png	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/images/logo.png	(from https://softnio.com/)
23:35:04	242565/242565	---MCZ	200	added ('OK')	application/json	date:Sun,%2002%20Feb%202025%2017:35:02%20GMT	https://softnio.com/wp-json/	C:/My%20Web%20Sites/protfolio/softnio.com/wp-json/index.html	(from https://softnio.com/)
23:35:04	41257/41257	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2000:11:10%20GMT	https://softnio.com/what-we-do/	C:/My%20Web%20Sites/protfolio/softnio.com/what-we-do/index.html	(from https://softnio.com/)
23:35:05	42812/42812	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2021:17:09%20GMT	https://softnio.com/what-we-do/web-development/	C:/My%20Web%20Sites/protfolio/softnio.com/what-we-do/web-development/index.html	(from https://softnio.com/)
23:35:05	41353/41353	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2020:21:50%20GMT	https://softnio.com/what-we-do/websites-design/	C:/My%20Web%20Sites/protfolio/softnio.com/what-we-do/websites-design/index.html	(from https://softnio.com/)
23:35:05	42687/42687	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2020:33:32%20GMT	https://softnio.com/about/	C:/My%20Web%20Sites/protfolio/softnio.com/about/index.html	(from https://softnio.com/)
23:35:05	39752/39752	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2021:15:46%20GMT	https://softnio.com/what-we-do/ecommerce-website/	C:/My%20Web%20Sites/protfolio/softnio.com/what-we-do/ecommerce-website/index.html	(from https://softnio.com/)
23:35:06	39873/39873	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2002:50:51%20GMT	https://softnio.com/what-we-do/ui-ux-design/	C:/My%20Web%20Sites/protfolio/softnio.com/what-we-do/ui-ux-design/index.html	(from https://softnio.com/)
23:35:06	37388/37388	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Dec%202024%2002:50:52%20GMT	https://softnio.com/what-we-do/branding-design/	C:/My%20Web%20Sites/protfolio/softnio.com/what-we-do/branding-design/index.html	(from https://softnio.com/)
23:35:06	111426/111426	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Feb%202017%2012:04:41%20GMT	https://softnio.com/wp-content/uploads/2016/12/softnio-creative-agency.jpg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/uploads/2016/12/softnio-creative-agency.jpg	(from https://softnio.com/)
23:35:06	2600/2600	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Feb%202017%2009:48:39%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/web.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/web.svg	(from https://softnio.com/)
23:35:06	4058/4058	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Feb%202017%2009:48:39%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/eshop.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/eshop.svg	(from https://softnio.com/)
23:35:06	3057/3057	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Feb%202017%2009:50:15%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/design.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/design.svg	(from https://softnio.com/)
23:35:07	63767/63767	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2020:39:47%20GMT	https://softnio.com/contact/	C:/My%20Web%20Sites/protfolio/softnio.com/contact/index.html	(from https://softnio.com/)
23:35:07	2925/2925	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Feb%202017%2009:51:36%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/apps.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/apps.svg	(from https://softnio.com/)
23:35:07	43026/43026	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2020:21:14%20GMT	https://softnio.com/career/	C:/My%20Web%20Sites/protfolio/softnio.com/career/index.html	(from https://softnio.com/)
23:35:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:06%20GMT	http://softnio.com/wp-content/cache/wpfc-minified/jxffsnnv/br6vr.css	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/cache/wpfc-minified/jxffsnnv/br6vr.13.delayed	(from https://softnio.com/)
23:35:09	124887/124887	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Feb%202017%2012:04:34%20GMT	https://softnio.com/wp-content/uploads/2016/12/client-says.jpg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/uploads/2016/12/client-says.jpg	(from https://softnio.com/)
23:35:09	83691/83691	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Sep%202024%2005:41:47%20GMT	https://softnio.com/wp-content/cache/wpfc-minified/jxffsnnv/br6vr.css	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/cache/wpfc-minified/jxffsnnv/br6vr.css	(from https://softnio.com/)
23:35:09	4776/4776	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2006%20Dec%202024%2000:44:44%20GMT	https://softnio.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/protfolio/softnio.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://softnio.com/)
23:35:09	9141/9141	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2003%20May%202024%2021:26:34%20GMT	https://softnio.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/protfolio/softnio.com/wp-includes/js/dist/i18n.minc33c.js	(from https://softnio.com/)
23:35:10	15977/15977	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2011%20May%202023%2009:32:37%20GMT	https://softnio.com/wp-includes/js/jquery/jquery.form.min.js?ver=4.3.0	C:/My%20Web%20Sites/protfolio/softnio.com/wp-includes/js/jquery/jquery.form.minb2f9.js	(from https://softnio.com/)
23:35:10	1580/1580	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20Feb%202017%2022:21:52%20GMT	https://softnio.com/wp-content/themes/scnio/assets/js/jquery.plugins.js?ver=1.0.1	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/js/jquery.pluginsf269.js	(from https://softnio.com/)
23:35:10	8907/8907	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20Jan%202017%2018:03:42%20GMT	https://softnio.com/wp-content/themes/scnio/assets/js/jquery.waypoints.js?ver=4.0.1	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/js/jquery.waypointsf39e.js	(from https://softnio.com/)
23:35:10	90929/90929	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2020%20Jan%202017%2017:53:48%20GMT	https://softnio.com/wp-content/themes/scnio/assets/js/nio.plugins.js?ver=1.0.1	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/js/nio.pluginsf269.js	(from https://softnio.com/)
23:35:11	7257/7257	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20Apr%202017%2009:27:40%20GMT	https://softnio.com/wp-content/themes/scnio/assets/js/nio.init.js?ver=1.1.0	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/js/nio.initf488.js	(from https://softnio.com/)
23:35:11	1/1	---MC-	400	error ('Bad%20Request')	text/html	date:Sun,%2002%20Feb%202025%2017:35:10%20GMT	https://softnio.com/wp-admin/admin-ajax.php	C:/My%20Web%20Sites/protfolio/softnio.com/wp-admin/admin-ajax.php	(from https://softnio.com/)
23:35:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:10%20GMT	http://softnio.com/wp-content/plugins/download-manager/assets/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/plugins/download-manager/assets/fontawesome/webfonts/fa-brands-400.woff2	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:12	120832/120832	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Feb%202017%2012:04:43%20GMT	https://softnio.com/wp-content/uploads/2016/12/softnio-design-process.jpg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/uploads/2016/12/softnio-design-process.jpg	(from https://softnio.com/)
23:35:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:12%20GMT	http://softnio.com/wp-content/plugins/download-manager/assets/images/plus.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/plugins/download-manager/assets/images/plus.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:14	109808/109808	---M--	200	added ('OK')	font/woff2	date:Fri,%2001%20Nov%202024%2003:30:53%20GMT	https://softnio.com/wp-content/plugins/download-manager/assets/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/plugins/download-manager/assets/fontawesome/webfonts/fa-brands-400.woff2	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:13%20GMT	http://softnio.com/wp-content/plugins/download-manager/assets/images/sort.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/plugins/download-manager/assets/images/sort.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:16	876/876	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Nov%202024%2003:30:53%20GMT	https://softnio.com/wp-content/plugins/download-manager/assets/images/plus.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/plugins/download-manager/assets/images/plus.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:16%20GMT	http://softnio.com/wp-content/plugins/download-manager/assets/images/loader.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/plugins/download-manager/assets/images/loader.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:17	353/353	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Nov%202024%2003:30:53%20GMT	https://softnio.com/wp-content/plugins/download-manager/assets/images/sort.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/plugins/download-manager/assets/images/sort.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:16%20GMT	http://softnio.com/wp-content/themes/scnio/assets/images/dots.png	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/images/dots.png	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:18	1733/1733	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Nov%202024%2003:30:53%20GMT	https://softnio.com/wp-content/plugins/download-manager/assets/images/loader.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/plugins/download-manager/assets/images/loader.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:18	88/88	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202017%2007:02:05%20GMT	https://softnio.com/wp-content/themes/scnio/assets/images/dots.png	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/images/dots.png	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:17%20GMT	http://softnio.com/wp-content/themes/scnio/assets/images/web-design.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/images/web-design.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:18%20GMT	http://softnio.com/wp-content/themes/scnio/assets/images/ecom-site.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/images/ecom-site.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:19	2729/2729	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Jan%202017%2016:10:05%20GMT	https://softnio.com/wp-content/themes/scnio/assets/images/web-design.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/images/web-design.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:19%20GMT	http://softnio.com/wp-content/themes/scnio/assets/images/error-monitor.png	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/images/error-monitor.png	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:20	3380/3380	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Jan%202017%2016:10:04%20GMT	https://softnio.com/wp-content/themes/scnio/assets/images/ecom-site.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/images/ecom-site.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:20%20GMT	http://softnio.com/wp-content/themes/scnio/assets/svgs/shapes-a.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/shapes-a.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:22	72423/72423	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Feb%202017%2020:10:22%20GMT	https://softnio.com/wp-content/themes/scnio/assets/images/error-monitor.png	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/images/error-monitor.png	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:21%20GMT	http://softnio.com/wp-content/themes/scnio/assets/svgs/shapes-e.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/shapes-e.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:23	466/466	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Feb%202017%2009:20:53%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/shapes-a.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/shapes-a.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:23%20GMT	http://softnio.com/wp-content/themes/scnio/assets/svgs/shapes-d.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/shapes-d.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:24	465/465	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Feb%202017%2009:20:56%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/shapes-e.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/shapes-e.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:24%20GMT	http://softnio.com/wp-content/themes/scnio/assets/svgs/shapes-c.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/shapes-c.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:25	455/455	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Feb%202017%2009:27:14%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/shapes-d.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/shapes-d.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:25%20GMT	http://softnio.com/wp-content/themes/scnio/assets/svgs/shapes-f.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/shapes-f.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:26	481/481	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Feb%202017%2009:20:54%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/shapes-c.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/shapes-c.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:26%20GMT	http://softnio.com/wp-content/themes/scnio/assets/svgs/liner.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/liner.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:27	461/461	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Feb%202017%2009:28:22%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/shapes-f.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/shapes-f.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:28	9590/9590	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2029%20Jan%202017%2011:25:10%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/liner.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/liner.svg	(from https://softnio.com/wp-content/cache/wpfc-minified/70d1q3qa/br6vr.css)
23:35:29	210/210	---MC-	401	error ('Unauthorized')	application/json	date:Sun,%2002%20Feb%202025%2017:35:28%20GMT	https://softnio.com/wp-json/wp/v2/pages/7	C:/My%20Web%20Sites/protfolio/softnio.com/wp-json/wp/v2/pages/7	(from https://softnio.com/about/)
23:35:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202025%2017:35:28%20GMT	https://softnio.com/?p=7	C:/My%20Web%20Sites/protfolio/softnio.com/indexc4f7.html	(from https://softnio.com/about/)
23:35:30	2016/2016	---MCZ	200	added ('OK')	application/json	date:Sun,%2002%20Feb%202025%2017:35:29%20GMT	https://softnio.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsoftnio.com%2Fabout%2F	C:/My%20Web%20Sites/protfolio/softnio.com/wp-json/oembed/1.0/embed6e0b.json	(from https://softnio.com/about/)
23:35:30	2176/2176	---MCZ	200	added ('OK')	text/xml	date:Sun,%2002%20Feb%202025%2017:35:29%20GMT	https://softnio.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsoftnio.com%2Fabout%2F&format=xml	C:/My%20Web%20Sites/protfolio/softnio.com/wp-json/oembed/1.0/embed030c	(from https://softnio.com/about/)
23:35:32	140557/140557	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Dec%202016%2001:59:52%20GMT	https://softnio.com/wp-content/uploads/2016/12/about-softnio.jpg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/uploads/2016/12/about-softnio.jpg	(from https://softnio.com/about/)
23:35:32	6624/6624	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Feb%202017%2020:50:08%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/creativity.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/creativity.svg	(from https://softnio.com/about/)
23:35:33	5819/5819	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Feb%202017%2020:50:09%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/teamwork.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/teamwork.svg	(from https://softnio.com/about/)
23:35:34	2556/2556	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Feb%202017%2021:13:30%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/honesty.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/honesty.svg	(from https://softnio.com/about/)
23:35:35	2650/2650	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Feb%202017%2021:08:33%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/passion.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/passion.svg	(from https://softnio.com/about/)
23:35:36	4185/4185	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Feb%202017%2020:50:08%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/quality.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/quality.svg	(from https://softnio.com/about/)
23:35:36	2009/2009	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Feb%202017%2020:54:52%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/simple.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/simple.svg	(from https://softnio.com/about/)
23:35:37	2659/2659	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Feb%202017%2020:59:03%20GMT	https://softnio.com/wp-content/themes/scnio/assets/svgs/better.svg	C:/My%20Web%20Sites/protfolio/softnio.com/wp-content/themes/scnio/assets/svgs/better.svg	(from https://softnio.com/about/)
